Year,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Height_dnp,Weight_dnp,40yd_dnp,Vertical_dnp,Bench_dnp,Broad Jump_dnp,3Cone_dnp,Shuttle_dnp,Pos_C,Pos_CB,Pos_DB,Pos_DE,Pos_DL,Pos_DT,Pos_EDGE,Pos_FB,Pos_ILB,Pos_K,Pos_LB,Pos_LS,Pos_OG,Pos_OL,Pos_OLB,Pos_OT,Pos_P,Pos_QB,Pos_RB,Pos_S,Pos_TE,Pos_WR,Height_in_inches
2014,232.0,4.51,39.0,28.0,128.0,6.92,4.02,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72
2014,237.0,4.65,35.5,21.0,114.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2014,200.0,4.45,-1.0,16.0,-1.0,7.04,4.3,True,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2014,207.0,4.58,34.5,18.0,116.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71
2014,293.0,-1.0,-1.0,36.0,-1.0,-1.0,-1.0,True,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2014,189.0,4.43,-1.0,22.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2014,163.0,4.46,41.0,-1.0,132.0,6.63,4.18,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
2014,302.0,4.91,26.5,20.0,106.0,7.59,4.58,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2014,245.0,4.67,-1.0,26.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77
2014,207.0,4.57,32.5,15.0,117.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73
2014,329.0,5.36,25.5,25.0,91.0,7.7,4.83,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77
2014,175.0,4.4,38.0,-1.0,124.0,7.09,-1.0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72
2014,298.0,5.1,25.5,25.0,106.0,7.93,4.63,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2014,220.0,4.6,39.0,-1.0,127.0,7.0,4.0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75
2014,332.0,4.92,28.5,32.0,113.0,7.8,4.86,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77
2014,194.0,4.39,38.5,17.0,124.0,-1.0,4.04,True,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2014,257.0,4.87,31.5,16.0,116.0,7.23,4.47,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76
2014,261.0,4.91,25.5,17.0,114.0,7.8,4.7,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2014,209.0,4.49,35.5,26.0,126.0,6.75,4.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2014,165.0,4.44,34.0,-1.0,122.0,-1.0,-1.0,True,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69
2014,228.0,4.97,27.0,-1.0,105.0,7.33,4.36,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76
2014,301.0,5.01,24.0,-1.0,93.0,7.62,4.57,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
2014,201.0,4.51,41.5,15.0,134.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2014,262.0,4.75,-1.0,20.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77
2014,237.0,4.58,42.0,25.0,130.0,6.91,4.21,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
2014,253.0,4.71,38.5,26.0,122.0,7.29,4.31,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
2014,214.0,4.48,37.5,17.0,126.0,7.16,4.3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72
2014,246.0,-1.0,36.5,18.0,108.0,-1.0,-1.0,True,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2014,266.0,4.66,37.0,28.0,121.0,7.55,4.46,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
2014,251.0,4.66,35.0,23.0,121.0,7.48,4.47,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2014,218.0,4.52,31.5,-1.0,119.0,-1.0,-1.0,True,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2014,211.0,4.38,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
2014,250.0,4.95,32.0,24.0,116.0,6.64,4.15,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76
2014,309.0,5.25,30.5,25.0,103.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2014,287.0,4.98,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2014,315.0,5.44,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2014,198.0,4.55,37.0,-1.0,124.0,6.89,4.01,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75
2014,307.0,5.04,25.0,25.0,102.0,7.6,4.44,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76
2014,210.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,True,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71
2014,303.0,5.36,28.5,24.0,99.0,7.93,4.82,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2014,312.0,5.28,26.0,20.0,95.0,7.73,4.65,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2014,229.0,4.58,33.0,18.0,118.0,6.88,4.22,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72
2014,317.0,5.09,29.0,35.0,98.0,8.13,4.83,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2014,174.0,4.39,32.0,8.0,124.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2014,192.0,4.52,37.0,19.0,125.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2014,248.0,4.61,35.5,-1.0,118.0,7.05,4.18,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78
2014,304.0,5.03,29.0,28.0,112.0,7.83,4.76,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2014,234.0,4.67,37.5,22.0,120.0,6.89,3.96,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2014,304.0,4.92,-1.0,31.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2014,315.0,5.16,28.0,25.0,108.0,7.92,4.71,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77
2014,310.0,4.93,27.5,25.0,-1.0,-1.0,-1.0,True,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2014,295.0,4.98,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2014,313.0,5.31,29.0,30.0,102.0,7.55,4.47,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2014,199.0,4.47,34.0,25.0,117.0,6.9,4.07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
2014,189.0,4.38,39.0,-1.0,128.0,6.69,4.0,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2014,193.0,4.59,-1.0,9.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71
2014,194.0,4.41,-1.0,22.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2014,211.0,4.43,34.0,16.0,126.0,6.95,4.34,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73
2014,310.0,5.5,-1.0,29.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2014,252.0,4.58,36.5,17.0,123.0,7.29,4.44,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78
2014,218.0,5.0,28.0,-1.0,100.0,7.07,4.25,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75
2014,225.0,4.56,33.5,16.0,120.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2014,186.0,4.63,36.0,15.0,121.0,6.98,4.27,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2014,204.0,4.57,32.0,23.0,114.0,7.05,4.2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2014,230.0,4.56,38.0,-1.0,129.0,7.27,4.06,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71
2014,246.0,4.66,30.5,25.0,120.0,7.11,4.07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2014,315.0,5.48,28.5,22.0,103.0,7.81,4.86,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78
2014,235.0,4.76,33.0,-1.0,116.0,6.99,4.25,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76
2015,205.0,4.6,42.5,24.0,130.0,6.79,3.95,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2015,198.0,4.42,-1.0,12.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72
2015,221.0,4.57,39.0,19.0,121.0,7.1,4.1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72
2015,227.0,4.55,36.0,24.0,121.0,7.14,4.2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73
2015,180.0,4.43,34.0,13.0,121.0,6.64,4.07,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68
2015,221.0,4.53,35.5,11.0,121.0,6.96,4.28,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72
2015,218.0,4.56,35.5,-1.0,122.0,7.09,4.03,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
2015,294.0,4.97,30.0,-1.0,111.0,7.2,4.19,True,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2015,244.0,4.73,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77
2015,243.0,4.56,37.0,23.0,122.0,7.07,4.03,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2015,292.0,5.06,34.0,24.0,117.0,7.57,4.53,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2015,212.0,4.53,36.5,-1.0,118.0,7.13,-1.0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70
2015,236.0,4.65,-1.0,22.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74
2015,246.0,4.53,41.0,35.0,130.0,6.91,4.15,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2015,252.0,4.8,33.0,14.0,116.0,6.85,4.32,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78
2015,197.0,4.42,41.5,7.0,129.0,6.66,4.15,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73
2015,293.0,5.04,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,318.0,5.02,31.0,20.0,101.0,7.5,4.57,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2015,268.0,5.04,30.5,20.0,112.0,7.13,4.23,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76
2015,205.0,4.54,37.0,17.0,120.0,7.04,4.11,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72
2015,323.0,5.08,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76
2015,319.0,5.05,29.5,26.0,98.0,7.84,4.59,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,355.0,5.21,23.5,20.0,97.0,8.23,4.78,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80
2015,242.0,4.65,33.0,25.0,115.0,7.2,4.34,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2015,208.0,4.52,-1.0,23.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71
2015,313.0,5.47,-1.0,26.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2015,242.0,4.91,33.0,30.0,-1.0,-1.0,-1.0,True,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74
2015,196.0,4.51,40.0,17.0,121.0,7.05,4.07,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2015,267.0,4.79,34.5,27.0,114.0,7.17,4.25,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2015,244.0,4.87,-1.0,28.0,-1.0,7.62,4.7,True,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75
2015,271.0,4.79,38.5,19.0,118.0,7.08,4.05,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2015,195.0,4.51,33.0,10.0,113.0,6.97,4.26,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
2015,309.0,5.14,32.5,22.0,111.0,7.68,4.54,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77
2015,212.0,4.43,41.0,23.0,131.0,6.98,4.06,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73
2015,229.0,4.81,38.5,17.0,121.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71
2015,206.0,4.4,-1.0,22.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71
2015,203.0,4.48,36.0,-1.0,124.0,6.77,4.27,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2015,228.0,4.53,35.0,-1.0,120.0,7.38,4.33,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
2015,213.0,4.35,45.0,18.0,139.0,7.06,4.3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74
2015,211.0,4.42,33.0,-1.0,120.0,6.71,3.98,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73
2015,293.0,4.86,29.0,29.0,110.0,7.23,4.37,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2015,289.0,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,185.0,4.56,37.0,10.0,115.0,7.17,4.32,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68
2015,193.0,4.38,41.5,12.0,129.0,6.94,4.14,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2015,320.0,5.07,33.0,-1.0,103.0,7.91,4.47,True,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2015,216.0,4.49,36.5,23.0,124.0,6.86,4.18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74
2015,217.0,4.61,34.0,17.0,116.0,7.0,4.18,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69
2015,316.0,5.18,33.0,32.0,105.0,7.53,4.46,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,235.0,4.93,28.0,21.0,109.0,-1.0,4.49,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2015,260.0,4.74,29.5,19.0,100.0,7.56,4.53,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2015,196.0,4.56,35.5,17.0,113.0,7.22,4.15,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2015,195.0,4.46,35.0,-1.0,115.0,7.03,4.32,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72
2015,313.0,5.31,32.0,17.0,101.0,7.84,4.77,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
2015,185.0,4.33,37.0,13.0,122.0,6.7,4.11,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
2015,182.0,4.5,33.5,9.0,115.0,7.2,4.26,True,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2015,304.0,5.25,29.0,28.0,99.0,7.99,4.75,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76
2015,284.0,5.06,-1.0,26.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2015,269.0,4.56,42.0,-1.0,138.0,-1.0,-1.0,True,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2015,192.0,4.52,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2015,255.0,4.77,34.0,27.0,120.0,7.1,4.25,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2015,313.0,5.15,30.5,30.0,112.0,7.48,4.63,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2015,353.0,5.55,29.5,-1.0,-1.0,-1.0,4.77,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78
2015,323.0,5.33,26.5,-1.0,97.0,-1.0,4.74,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76
2015,306.0,5.01,32.5,25.0,-1.0,7.25,4.33,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
2015,329.0,5.31,-1.0,37.0,-1.0,-1.0,-1.0,True,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
2015,266.0,4.93,36.5,28.0,121.0,7.34,4.4,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,261.0,4.6,32.5,19.0,112.0,7.4,4.32,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75
2015,254.0,4.94,33.5,23.0,114.0,7.56,4.4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2015,232.0,4.7,38.5,17.0,122.0,-1.0,-1.0,True,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76
2015,180.0,4.44,34.5,-1.0,123.0,7.07,4.2,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2015,306.0,5.5,27.0,29.0,96.0,7.66,4.58,True,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2015,309.0,5.24,-1.0,-1.0,-1.0,-1.0,-1.0,True,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2015,218.0,4.55,37.0,22.0,120.0,7.21,4.27,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74
2015,305.0,5.04,33.5,24.0,113.0,7.72,4.56,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
